Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/journey/compra[E],599,0,15,17.39600446242287,9.28449200000614,123.4586880000279,113.50250417362271,31.549213697672638,0.0,15,17,19,21,25,30,41,74,120,120,120
,Aggregated,599,0,15,17.39600446242287,9.28449200000614,123.4586880000279,113.50250417362271,31.549213697672638,0.0,15,17,19,21,25,30,41,74,120,120,120
