Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[D],175,0,8,8.959759577306354,3.57974999860744,24.311749999469612,112.0,34.90749601442786,0.0,8,9,10,11,13,20,23,24,24,24,24
,Aggregated,175,0,8,8.959759577306354,3.57974999860744,24.311749999469612,112.0,34.90749601442786,0.0,8,9,10,11,13,20,23,24,24,24,24
