Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[G],1444,0,3800.0,3701.722921691164,117.7597500027332,4300.349499997537,119.0,12.094025789958597,0.0,3800,3900,3900,3900,4000,4100,4100,4200,4300,4300,4300
,Aggregated,1444,0,3800.0,3701.722921691164,117.7597500027332,4300.349499997537,119.0,12.094025789958597,0.0,3800,3900,3900,3900,4000,4100,4100,4200,4300,4300,4300
