Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[B],1729,0,8,24.947232627527505,2.866792001441354,726.4447080015088,112.0,29.23702450220106,0.0,8,9,9,10,11,13,510,670,730,730,730
,Aggregated,1729,0,8,24.947232627527505,2.866792001441354,726.4447080015088,112.0,29.23702450220106,0.0,8,9,9,10,11,13,510,670,730,730,730
