Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[F],1879,1879,8,8.281789210720111,3.008249997947132,40.52304200013168,102.0,31.774755892370532,31.774755892370532,8,9,10,10,11,13,14,15,40,41,41
,Aggregated,1879,1879,8,8.281789210720111,3.008249997947132,40.52304200013168,102.0,31.774755892370532,31.774755892370532,8,9,10,10,11,13,14,15,40,41,41
