Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/journey/compra[A],594,0,14,17.50993229124219,8.329954000146245,98.168462999638,16.0,31.23839313152125,0.0,14,16,19,20,27,41,65,73,98,98,98
,Aggregated,594,0,14,17.50993229124219,8.329954000146245,98.168462999638,16.0,31.23839313152125,0.0,14,16,19,20,27,41,65,73,98,98,98
