Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/journey/compra[C],612,0,15,17.44115479578391,9.004454000205442,103.82298100012122,140.0,32.206462709746276,0.0,15,17,19,20,26,32,42,73,100,100,100
,Aggregated,612,0,15,17.44115479578391,9.004454000205442,103.82298100012122,140.0,32.206462709746276,0.0,15,17,19,20,26,32,42,73,100,100,100
