Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/journey/compra[C],607,0,15,17.8169345947155,9.362346999296278,79.26234400019894,140.0,31.94040293113131,0.0,15,18,20,22,26,32,43,59,79,79,79
,Aggregated,607,0,15,17.8169345947155,9.362346999296278,79.26234400019894,140.0,31.94040293113131,0.0,15,18,20,22,26,32,43,59,79,79,79
