Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/journey/compra[D],600,0,19,22.01744268335612,9.491202999925008,128.99957900026493,74.28,31.668185364298424,0.0,19,22,25,27,31,40,59,110,130,130,130
,Aggregated,600,0,19,22.01744268335612,9.491202999925008,128.99957900026493,74.28,31.668185364298424,0.0,19,22,25,27,31,40,59,110,130,130,130
