Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[B],1747,0,8,24.877727138579377,2.9033749997324776,729.8644170004991,112.0,29.52357133589466,0.0,8,9,9,10,11,13,550,680,730,730,730
,Aggregated,1747,0,8,24.877727138579377,2.9033749997324776,729.8644170004991,112.0,29.52357133589466,0.0,8,9,9,10,11,13,550,680,730,730,730
