Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/journey/compra[A],609,0,14,15.556444083732758,8.543996000298648,57.80934900030843,16.0,32.042695307901674,0.0,14,16,17,18,22,27,40,49,58,58,58
,Aggregated,609,0,14,15.556444083732758,8.543996000298648,57.80934900030843,16.0,32.042695307901674,0.0,14,16,17,18,22,27,40,49,58,58,58
