Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/journey/compra[D],601,0,15,17.229962773737387,8.71930900029838,95.72159500021371,72.5324459234609,31.622053655850152,0.0,15,18,19,20,24,28,34,62,96,96,96
,Aggregated,601,0,15,17.229962773737387,8.71930900029838,95.72159500021371,72.5324459234609,31.622053655850152,0.0,15,18,19,20,24,28,34,62,96,96,96
