Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[G],1458,0,3800.0,3664.4381699355617,95.59462499964866,4163.706583000021,119.0,12.21423199195011,0.0,3800,3800,3900,3900,3900,4000,4000,4100,4200,4200,4200
,Aggregated,1458,0,3800.0,3664.4381699355617,95.59462499964866,4163.706583000021,119.0,12.21423199195011,0.0,3800,3800,3900,3900,3900,4000,4000,4100,4200,4200,4200
