Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/journey/compra[E],570,0,24,33.07318507018991,10.182542000620742,191.56698000006145,118.46315789473684,29.95487323176435,0.0,24,31,38,43,66,98,120,140,190,190,190
,Aggregated,570,0,24,33.07318507018991,10.182542000620742,191.56698000006145,118.46315789473684,29.95487323176435,0.0,24,31,38,43,66,98,120,140,190,190,190
