Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[A],717,0,510.0,494.9998765201306,69.91916699917056,774.201832999097,119.0,12.117196330078395,0.0,510,550,570,590,620,650,680,700,770,770,770
,Aggregated,717,0,510.0,494.9998765201306,69.91916699917056,774.201832999097,119.0,12.117196330078395,0.0,510,550,570,590,620,650,680,700,770,770,770
