Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[E],859,0,470.0,364.792822015264,3.3967909985221922,754.1686250006023,116.9138533178114,14.52779699275964,0.0,470,520,550,570,610,650,670,700,750,750,750
,Aggregated,859,0,470.0,364.792822015264,3.3967909985221922,754.1686250006023,116.9138533178114,14.52779699275964,0.0,470,520,550,570,610,650,670,700,750,750,750
