Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[E],852,0,460.0,363.0992144365513,3.1850840023253113,810.998249999102,116.87206572769954,14.409083005157528,0.0,460,520,560,570,620,660,700,730,810,810,810
,Aggregated,852,0,460.0,363.0992144365513,3.1850840023253113,810.998249999102,116.87206572769954,14.409083005157528,0.0,460,520,560,570,620,660,700,730,810,810,810
