Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/journey/compra[B],590,0,16,19.559334754217545,9.142814999904658,142.57586799976707,140.0,31.016545922232606,0.0,16,19,21,23,29,38,44,110,140,140,140
,Aggregated,590,0,16,19.559334754217545,9.142814999904658,142.57586799976707,140.0,31.016545922232606,0.0,16,19,21,23,29,38,44,110,140,140,140
