Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[A],716,0,520.0,502.84659867730903,77.52554200123996,779.4681660016067,119.0,12.102252743684744,0.0,520,550,580,590,630,660,710,710,780,780,780
,Aggregated,716,0,520.0,502.84659867730903,77.52554200123996,779.4681660016067,119.0,12.102252743684744,0.0,520,550,580,590,630,660,710,710,780,780,780
