Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[A],708,0,520.0,506.0237847246392,79.20287500019185,737.3769170008018,119.0,11.961877860886498,0.0,520,550,580,600,640,660,690,710,740,740,740
,Aggregated,708,0,520.0,506.0237847246392,79.20287500019185,737.3769170008018,119.0,11.961877860886498,0.0,520,550,580,600,640,660,690,710,740,740,740
