Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[B],1744,0,8,25.864419223006976,3.3006249977916013,722.7092079992872,112.0,29.50400094479065,0.0,8,9,10,10,11,14,580,670,720,720,720
,Aggregated,1744,0,8,25.864419223006976,3.3006249977916013,722.7092079992872,112.0,29.50400094479065,0.0,8,9,10,10,11,14,580,670,720,720,720
