Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cotizar[F],1861,1861,8,8.198025408421662,2.8698329988401383,34.807333999197,102.0,31.463744396200564,31.463744396200564,8,9,10,10,11,12,13,14,34,35,35
,Aggregated,1861,1861,8,8.198025408421662,2.8698329988401383,34.807333999197,102.0,31.463744396200564,31.463744396200564,8,9,10,10,11,12,13,14,34,35,35
